,factor1_measure,factor2_measure,factor3_measure,factor4_measure,factor5_measure,factor6_measure,student
2504,15.6,15.0,15.0,14.25,15.6666666667,,468017
2505,16.3,18.0,16.6666666667,14.25,20.0,17.6666666667,468040
2506,15.5,15.0,14.4444444444,14.0,16.6666666667,,468042
2507,0.0,0.0,0.0,10.5,0.0,,468092
2508,14.4,16.3333333333,13.4444444444,14.5,12.0,,468265
2509,0.0,0.0,0.0,0.0,0.0,,468280
2510,0.0,0.0,0.0,10.5,11.0,,468293
2511,0.0,13.6666666667,13.2222222222,12.5,11.3333333333,16.0,468313
2512,0.0,10.0,0.0,10.5,12.3333333333,,468314
2513,12.8,12.3333333333,13.8888888889,13.5,17.6666666667,,468321
2514,0.0,0.0,0.0,11.5,0.0,,468337
2515,0.0,0.0,0.0,0.0,10.0,,468345
2516,12.4,11.6666666667,13.2222222222,13.0,14.0,,468364
2517,13.9,14.0,12.4444444444,15.75,13.3333333333,15.0,468372
2518,13.6,14.3333333333,15.7777777778,13.75,16.0,,468375
2519,0.0,0.0,0.0,11.5,14.0,,468398
2520,13.3,15.3333333333,11.1111111111,14.75,14.3333333333,14.6666666667,468509
2521,12.9,13.3333333333,14.5555555556,0.0,12.6666666667,,468519
2522,0.0,0.0,0.0,10.0,0.0,,468538
2523,0.0,0.0,0.0,11.0,14.0,,468545
2524,13.0,15.3333333333,14.1111111111,14.25,12.6666666667,,468553
2525,0.0,0.0,0.0,12.5,13.3333333333,,468570
2526,17.6,16.3333333333,16.5555555556,16.25,16.6666666667,,468667
2527,13.3,14.6666666667,15.5555555556,11.5,16.3333333333,,468677
2528,0.0,10.0,12.6666666667,10.5,11.0,,468683
2529,0.0,0.0,0.0,10.5,12.0,,468928
2530,12.7,14.0,14.0,13.0,14.6666666667,,468952
2531,0.0,0.0,0.0,14.0,15.0,,468981
2532,0.0,13.0,11.1111111111,12.5,0.0,,469106
2533,0.0,12.3333333333,13.1111111111,12.75,0.0,,469120
2534,0.0,,0.0,0.0,0.0,,469123
2535,0.0,,0.0,0.0,0.0,,469145
2536,13.6,13.3333333333,14.3333333333,13.5,13.3333333333,13.6666666667,469228
2537,0.0,12.0,11.8888888889,13.0,13.6666666667,,469330
2538,15.8,16.3333333333,15.2222222222,13.75,18.3333333333,,469333
2539,0.0,11.6666666667,0.0,11.5,10.6666666667,,469354
2540,0.0,15.0,0.0,12.5,12.0,,469517
2541,0.0,0.0,0.0,0.0,0.0,,469544
2542,0.0,,0.0,0.0,0.0,,469563
2543,16.0,16.6666666667,17.1111111111,15.5,17.6666666667,,469583
2544,0.0,10.0,0.0,12.0,,,469597
2545,,,,0.0,,,469861
2546,0.0,13.6666666667,13.1111111111,15.25,16.3333333333,13.3333333333,469869
2547,11.8,13.3333333333,12.3333333333,13.0,0.0,,469881
2548,14.4,14.3333333333,16.4444444444,13.0,16.6666666667,,469905
2549,0.0,0.0,12.5555555556,12.75,14.0,,469960
2550,0.0,0.0,0.0,11.5,11.0,,470006
2551,13.3,13.3333333333,13.7777777778,14.5,13.6666666667,,470025
2552,11.5714285714,10.5,0.0,12.0,13.5,,470028
2553,0.0,14.0,0.0,13.25,11.6666666667,0.0,470029
2554,0.0,,0.0,0.0,0.0,,470037
2555,0.0,0.0,0.0,11.5,12.0,,470141
2556,15.5,15.6666666667,16.0,14.25,16.3333333333,17.0,470166
2557,13.0,14.0,0.0,15.0,13.6666666667,,470215
2558,0.0,14.3333333333,11.1111111111,14.25,16.3333333333,,470218
2559,0.0,11.0,0.0,10.5,0.0,,470470
2560,12.1,11.0,12.8888888889,15.25,0.0,,470536
2561,0.0,13.0,0.0,14.0,11.0,,470585
2562,0.0,0.0,0.0,10.0,13.0,,470627
2563,0.0,0.0,0.0,0.0,0.0,,470629
2564,0.0,0.0,0.0,0.0,0.0,,470678
2565,0.0,0.0,0.0,0.0,0.0,,470841
2566,0.0,0.0,0.0,0.0,13.0,,471184
2567,0.0,10.0,0.0,10.5,10.0,,471222
2568,0.0,0.0,0.0,0.0,0.0,,471308
2569,0.0,0.0,0.0,12.5,,,472850
2570,0.0,11.0,0.0,12.0,13.0,,474308
2571,0.0,0.0,0.0,,,,476096
2572,14.0,13.0,13.0,13.0,15.0,,477935
2573,0.0,,0.0,12.0,0.0,,482122
2574,0.0,10.0,15.3333333333,12.0,12.0,,482554
2575,15.0,17.0,19.0,15.5,11.0,,482978
2576,0.0,13.0,12.3333333333,12.5,13.0,,483128
2577,13.1666666667,13.0,16.0,17.5,11.0,,483168
2578,0.0,13.0,0.0,12.0,13.0,,483386
2579,0.0,0.0,0.0,0.0,0.0,,483387
2580,0.0,12.0,0.0,12.5,12.0,,483415
2581,0.0,10.0,11.3333333333,10.5,14.0,,483515
2582,0.0,0.0,0.0,11.5,14.0,,486395
2583,12.6666666667,15.0,14.0,14.5,11.0,,486404
2584,12.0,11.0,12.3333333333,11.0,13.0,,486407
2585,15.6666666667,14.0,16.6666666667,16.0,17.0,,486422
2586,0.0,,0.0,12.0,14.0,,486423
2587,0.0,12.0,0.0,11.5,0.0,,486425
2588,14.3333333333,13.0,14.0,14.0,13.0,,486428
2589,16.3333333333,16.0,16.3333333333,16.0,14.0,,486429
2590,14.1666666667,10.0,13.6666666667,14.0,11.0,,486434
2591,0.0,10.0,13.6666666667,14.0,13.0,,486436
2592,0.0,0.0,0.0,12.0,0.0,,486441
2593,0.0,11.0,0.0,12.5,0.0,,486443
2594,0.0,12.0,0.0,14.5,0.0,,486444
2595,0.0,10.0,12.3333333333,13.0,13.0,,486451
2596,0.0,0.0,0.0,10.5,0.0,,488813
2597,0.0,13.0,0.0,11.5,11.0,,488922
2598,11.8333333333,12.0,11.3333333333,14.0,12.0,,488928
2599,0.0,10.0,0.0,13.5,11.0,,488929
2600,0.0,0.0,0.0,11.0,10.0,,488935
2601,0.0,11.0,0.0,14.0,13.0,,488938
2602,0.0,,0.0,10.0,11.0,,488995
2603,13.5,14.0,14.6666666667,16.0,14.0,,489283
2604,12.8333333333,15.0,14.6666666667,15.0,12.0,,489285
2605,0.0,10.0,11.6666666667,14.5,15.0,,575927
2606,0.0,10.0,14.0,13.0,13.0,,575928
2607,13.6666666667,13.0,15.6666666667,14.0,14.0,,575979
2608,13.6666666667,14.0,15.3333333333,15.0,14.0,,576009
2609,0.0,,0.0,0.0,0.0,,576085
2610,0.0,11.0,0.0,13.0,10.0,,576139
2611,0.0,,0.0,0.0,0.0,,576149
2612,0.0,0.0,0.0,0.0,0.0,,576232
2613,11.3333333333,12.0,12.6666666667,13.5,16.0,,576286
2614,0.0,13.0,14.6666666667,15.5,14.0,,576357
2615,17.8333333333,17.0,18.6666666667,14.5,15.0,,576392
2616,0.0,13.0,0.0,13.5,12.0,,576409
2617,16.8333333333,14.0,18.0,15.5,17.0,,576465
2618,14.1666666667,11.0,13.6666666667,15.0,11.0,,576473
2619,14.6666666667,14.0,14.3333333333,16.0,14.0,,576593
2620,0.0,12.0,0.0,13.5,10.0,,576661
2621,0.0,10.0,0.0,14.0,10.0,,576945
2622,0.0,11.0,0.0,11.0,14.0,,576957
2623,0.0,,0.0,0.0,0.0,,576982
2624,0.0,10.0,0.0,11.0,14.0,,577006
2625,0.0,10.0,12.6666666667,14.0,12.0,,577016
2626,13.1666666667,16.0,13.6666666667,15.0,12.0,,577101
2627,14.5,17.0,15.0,16.5,18.0,,577105
2628,13.8333333333,15.0,11.0,13.5,17.0,,577215
2629,12.6666666667,0.0,11.6666666667,13.0,13.0,,577243
2630,12.8333333333,12.0,15.0,14.0,10.0,,577507
2631,13.3333333333,14.0,14.3333333333,15.5,14.0,,577537
2632,0.0,,0.0,0.0,13.0,,577561
2633,0.0,0.0,0.0,11.0,0.0,,577574
2634,0.0,13.0,12.0,13.0,15.0,,577664
2635,12.6666666667,10.0,13.6666666667,12.0,15.0,,577749
2636,0.0,13.0,12.0,12.5,12.0,,577752
2637,0.0,11.0,0.0,12.0,12.0,,577998
2638,14.0,10.0,11.3333333333,14.0,12.0,,578000
2639,13.3333333333,13.0,13.3333333333,12.0,15.0,,578066
2640,0.0,13.0,0.0,13.5,16.0,,578083
2641,12.1666666667,13.0,12.6666666667,13.0,14.0,,578096
2642,0.0,10.0,0.0,12.0,0.0,,578306
2643,14.8333333333,15.0,18.0,12.5,10.0,,578314
2644,11.5,13.0,11.6666666667,13.5,0.0,,578362
2645,14.5,13.0,13.3333333333,13.0,14.0,,578373
2646,14.1666666667,15.0,16.6666666667,12.5,15.0,,578383
2647,0.0,15.0,11.6666666667,14.0,10.0,,578402
2648,0.0,12.0,15.3333333333,12.5,14.0,,578483
2649,0.0,,0.0,0.0,0.0,,578508
2650,0.0,10.0,0.0,11.5,12.0,,578540
2651,0.0,10.0,13.0,13.0,10.0,,578584
2652,0.0,0.0,12.0,12.5,13.0,,578620
2653,0.0,0.0,0.0,0.0,0.0,,578637
2654,15.0,15.0,17.0,13.5,14.0,,578641
2655,0.0,0.0,0.0,0.0,0.0,,578706
2656,14.8333333333,16.0,15.6666666667,14.0,14.0,,578707
2657,0.0,,0.0,11.0,0.0,,578727
2658,15.3333333333,14.0,13.0,13.0,14.0,,578795
2659,0.0,13.0,11.6666666667,13.0,12.0,,578864
2660,12.8333333333,15.0,13.3333333333,12.5,13.0,,578871
2661,13.0,15.0,13.0,14.0,14.0,,578877
2662,0.0,11.0,0.0,14.0,0.0,,578960
2663,13.8333333333,12.0,16.0,16.0,19.0,,578965
2664,0.0,0.0,0.0,12.0,11.0,,578974
2665,15.0,17.0,13.6666666667,14.0,17.0,,578986
2666,16.3333333333,18.5,,14.0,16.6666666667,,579169
2667,12.1666666667,14.0,0.0,13.0,15.0,,579218
2668,0.0,15.0,16.6666666667,12.0,11.0,,579310
2669,0.0,0.0,0.0,13.0,14.0,,579345
2670,0.0,0.0,0.0,0.0,,,579371
2671,0.0,15.0,0.0,12.5,18.0,,579395
2672,11.6666666667,15.0,0.0,12.5,0.0,,579404
2673,16.6666666667,16.0,18.0,15.5,15.0,,579511
2674,0.0,15.0,12.6666666667,12.5,15.0,,579528
2675,0.0,10.0,0.0,12.5,16.0,,579613
2676,0.0,,12.0,13.0,0.0,,579693
2677,0.0,14.0,0.0,14.5,14.0,,579717
2678,0.0,11.0,0.0,12.5,0.0,,579842
2679,10.5,13.0,11.0,13.0,11.0,,579878
2680,12.3333333333,11.0,13.0,14.0,15.0,,579879
2681,11.5,11.0,12.0,13.5,11.0,,579886
2682,16.3333333333,16.0,17.6666666667,15.0,14.0,,579907
2683,12.5,11.0,14.6666666667,14.0,14.0,,579957
2684,11.8333333333,13.0,14.0,12.0,11.0,,580119
2685,13.1666666667,13.0,15.0,13.0,14.0,,580192
2686,0.0,0.0,0.0,13.0,0.0,,580274
2687,0.0,11.0,0.0,12.5,10.0,,580414
2688,11.8333333333,14.0,13.6666666667,15.5,14.0,,580487
2689,0.0,0.0,0.0,11.5,0.0,,580556
2690,0.0,13.0,11.6666666667,14.0,12.0,,580558
2691,14.6666666667,15.0,14.6666666667,14.5,14.0,,580562
2692,0.0,0.0,0.0,12.5,0.0,,580620
2693,0.0,,0.0,11.0,0.0,,580635
2694,0.0,0.0,11.6666666667,12.5,10.0,,580652
2695,13.5,15.0,13.3333333333,15.0,15.0,,580721
2696,0.0,10.0,11.0,14.5,14.0,,580762
2697,0.0,0.0,0.0,10.0,0.0,,580822
2698,0.0,14.0,0.0,14.0,13.0,,580878
2699,15.6666666667,16.0,17.3333333333,13.5,16.0,,580881
2700,0.0,14.0,11.0,14.0,12.0,,580882
2701,0.0,14.0,0.0,13.0,15.0,,580936
2702,16.0,18.0,18.0,15.0,16.0,,580947
2703,0.0,13.0,16.0,12.0,16.0,,580948
2704,0.0,14.0,0.0,12.5,11.0,,580953
2705,13.0,16.0,16.0,14.5,16.0,,580997
2706,0.0,11.0,0.0,15.5,0.0,,581010
2707,16.0,14.0,15.3333333333,14.0,13.0,,581029
2708,13.6666666667,14.0,14.3333333333,14.0,16.0,,581045
2709,0.0,12.0,0.0,11.5,12.0,,581112
2710,0.0,14.0,0.0,14.0,16.0,,581180
2711,14.6666666667,18.0,17.0,16.5,12.0,,581184
2712,0.0,0.0,0.0,10.5,0.0,,581201
2713,0.0,12.0,0.0,11.5,0.0,,581243
2714,0.0,12.0,11.3333333333,14.0,11.0,,581267
2715,0.0,13.0,0.0,12.5,0.0,,581293
2716,15.8333333333,12.0,14.6666666667,14.5,17.0,,581423
2717,0.0,13.0,0.0,13.0,10.0,,581429
2718,12.5,12.0,0.0,14.0,11.0,,581482
2719,11.8333333333,14.0,13.3333333333,14.5,15.0,,581502
2720,0.0,11.0,0.0,11.0,13.0,,581506
2721,13.1666666667,15.0,14.0,12.5,11.0,,581773
2722,0.0,13.0,14.0,0.0,15.0,,581817
2723,13.8333333333,15.0,15.3333333333,13.0,16.0,,581864
2724,14.1666666667,16.0,13.6666666667,14.0,14.0,,581871
2725,0.0,12.0,0.0,12.5,11.0,,581874
2726,14.8333333333,16.0,16.3333333333,13.0,17.0,,581910
2727,0.0,12.0,12.0,12.0,10.0,,582036
2728,0.0,14.0,0.0,13.0,12.0,,582058
2729,13.6666666667,13.0,15.0,17.0,16.0,,582208
2730,12.5,14.0,13.0,14.5,16.0,,582354
2731,12.8333333333,14.0,14.6666666667,14.0,17.0,,582437
2732,11.6666666667,15.0,12.3333333333,12.5,14.0,,582443
2733,0.0,10.0,0.0,12.5,13.0,,582450
2734,12.1666666667,13.0,12.3333333333,14.0,16.0,,582484
2735,12.8333333333,14.0,14.3333333333,14.0,13.0,,582544
2736,11.6666666667,12.0,0.0,12.5,0.0,,582570
2737,14.5,15.0,15.3333333333,15.0,15.0,,582602
2738,13.3333333333,14.0,15.6666666667,12.5,15.0,,582610
2739,0.0,0.0,0.0,11.5,0.0,,582621
2740,12.5,12.0,14.6666666667,14.5,10.0,,582757
2741,0.0,0.0,0.0,12.0,15.0,,582765
2742,12.5,15.0,12.6666666667,12.5,12.0,,582809
2743,14.3333333333,16.0,18.6666666667,13.5,11.0,,582825
2744,0.0,10.0,13.3333333333,13.0,12.0,,582851
2745,0.0,14.0,0.0,13.0,11.0,,582882
2746,15.8333333333,15.0,17.0,14.5,18.0,,582889
2747,13.5,15.0,12.0,13.5,17.0,,582896
2748,12.6666666667,11.0,11.6666666667,12.0,13.0,,583003
2749,0.0,0.0,0.0,11.0,0.0,,583038
2750,0.0,14.0,0.0,14.5,12.0,,583050
2751,0.0,0.0,0.0,12.0,0.0,,583123
2752,13.8333333333,13.0,12.3333333333,16.0,14.0,,583192
2753,0.0,17.0,14.6666666667,16.0,0.0,,583221
2754,0.0,10.0,0.0,13.5,15.0,,583231
2755,14.1666666667,18.0,15.3333333333,15.0,14.0,,583265
2756,13.1666666667,12.0,12.3333333333,12.5,15.0,,583269
2757,12.3333333333,13.0,12.6666666667,13.5,16.0,,583293
2758,12.5,12.0,12.0,11.0,14.0,,583314
2759,0.0,13.0,0.0,11.0,14.0,,583372
2760,15.6666666667,16.0,15.6666666667,15.5,16.0,,583392
2761,11.8333333333,12.0,11.6666666667,13.0,16.0,,583512
2762,14.8333333333,14.0,15.0,13.0,13.0,,583532
2763,12.1666666667,15.0,12.6666666667,15.0,15.0,,583541
2764,0.0,,0.0,0.0,0.0,,583570
2765,0.0,12.0,0.0,12.0,10.0,,583571
2766,0.0,12.0,11.6666666667,14.0,12.0,,583668
2767,13.8333333333,13.0,13.6666666667,15.0,16.0,,583778
2768,0.0,11.0,0.0,14.0,10.0,,583784
2769,0.0,0.0,0.0,11.5,0.0,,583788
2770,0.0,0.0,0.0,12.5,14.0,,583804
2771,0.0,10.0,0.0,14.0,13.0,,583875
2772,12.8333333333,13.0,16.0,14.0,13.0,,583912
2773,0.0,10.0,0.0,11.5,0.0,,583965
2774,0.0,,0.0,0.0,0.0,,584110
2775,0.0,10.0,0.0,12.0,13.0,,584125
2776,0.0,0.0,0.0,11.5,11.0,,584168
2777,0.0,10.0,0.0,11.0,11.0,,584308
2778,0.0,11.0,0.0,10.5,13.0,,584379
2779,0.0,0.0,0.0,0.0,12.0,,584402
2780,12.3333333333,11.0,16.3333333333,13.0,15.0,,584429
2781,17.1666666667,18.0,17.3333333333,17.0,17.0,,584574
2782,11.8333333333,13.0,12.6666666667,14.0,12.0,,584580
2783,14.5,17.0,15.6666666667,15.5,18.0,,584599
2784,12.0,16.0,13.0,14.5,12.0,,584671
2785,0.0,0.0,0.0,0.0,14.0,,584701
2786,15.0,16.0,14.3333333333,17.0,17.0,,584816
2787,10.6666666667,10.0,11.3333333333,12.5,15.0,,584841
2788,13.5,15.0,13.6666666667,13.0,13.0,,585040
2789,0.0,,0.0,13.0,14.0,,585095
2790,0.0,0.0,0.0,14.5,0.0,,585104
2791,0.0,12.0,12.3333333333,11.0,10.0,,585190
2792,13.3333333333,12.0,14.3333333333,16.5,11.0,,585213
2793,12.5,13.0,0.0,13.5,12.0,,585272
2794,14.8333333333,15.0,16.6666666667,15.0,14.0,,585320
2795,13.3333333333,15.0,13.6666666667,15.0,13.0,,585406
2796,0.0,13.0,13.6666666667,13.0,12.0,,585411
2797,0.0,,0.0,,,,585416
2798,0.0,12.0,11.3333333333,12.5,0.0,,585537
2799,13.1666666667,12.0,15.0,12.5,10.0,,585607
2800,14.1666666667,15.0,15.3333333333,14.0,17.0,,585657
2801,13.8333333333,14.0,14.6666666667,14.5,13.0,,585667
2802,0.0,0.0,0.0,12.0,10.0,,585688
2803,0.0,0.0,0.0,0.0,0.0,,585715
2804,0.0,11.0,0.0,13.5,15.0,,585730
2805,0.0,0.0,0.0,12.0,15.0,,585733
2806,0.0,10.0,0.0,11.0,19.0,,585753
2807,0.0,10.0,0.0,11.0,0.0,,585780
2808,0.0,11.0,0.0,12.5,10.0,,585811
2809,14.3333333333,16.0,15.3333333333,15.5,15.0,,585849
2810,15.5,18.0,16.0,16.0,16.0,,585896
2811,13.8333333333,13.0,16.6666666667,14.5,16.0,,585897
2812,0.0,0.0,0.0,13.0,11.0,,585900
2813,13.1666666667,11.0,10.6666666667,0.0,13.0,,585901
2814,14.1666666667,16.0,17.3333333333,15.0,17.0,,585934
2815,0.0,12.0,0.0,12.5,12.0,,585955
2816,14.6666666667,16.0,16.3333333333,17.0,15.0,,585956
2817,13.8333333333,18.0,15.6666666667,17.5,10.0,,585975
2818,0.0,0.0,0.0,0.0,0.0,,586110
2819,0.0,11.0,0.0,12.5,0.0,,586117
2820,0.0,0.0,0.0,0.0,12.0,,586127
2821,0.0,0.0,0.0,13.0,10.0,,586390
2822,0.0,12.0,0.0,15.0,14.0,,586565
2823,12.0,12.0,13.6666666667,13.0,12.0,,586792
2824,0.0,15.0,12.3333333333,13.5,12.0,,586882
2825,0.0,10.0,0.0,13.5,16.0,,587057
2826,0.0,0.0,0.0,12.0,0.0,,587101
2827,13.6666666667,13.0,15.0,12.0,14.0,,587133
2828,12.0,13.0,0.0,13.5,15.0,,587148
2829,16.3333333333,17.0,18.0,15.5,14.0,,587219
2830,0.0,0.0,0.0,10.0,0.0,,587231
2831,0.0,13.0,0.0,11.5,12.0,,587238
2832,15.6666666667,12.0,15.6666666667,13.5,16.0,,587248
2833,12.8333333333,14.0,0.0,15.0,13.0,,587252
2834,0.0,10.0,0.0,11.5,10.0,,587269
2835,13.0,13.0,14.3333333333,12.5,16.0,,587277
2836,14.8333333333,13.0,13.6666666667,13.0,14.0,,587349
2837,0.0,12.0,13.6666666667,14.0,15.0,,587368
2838,17.0,17.0,17.6666666667,16.5,16.0,,587370
2839,13.1666666667,13.0,14.6666666667,15.0,15.0,,587372
2840,0.0,13.0,0.0,14.0,12.0,,587387
2841,0.0,13.0,0.0,11.0,10.0,,587533
2842,0.0,13.0,0.0,12.0,10.0,,587538
2843,0.0,0.0,0.0,12.0,11.0,,587702
2844,16.5,13.0,17.0,15.0,14.0,,587703
2845,14.0,10.0,0.0,15.5,10.0,,587708
2846,0.0,,0.0,11.0,0.0,,587713
2847,12.6666666667,13.0,14.0,14.0,11.0,,587725
2848,0.0,10.0,0.0,11.0,12.0,,587738
2849,15.6666666667,17.0,15.0,17.0,14.0,,587804
2850,11.5,12.0,14.3333333333,13.5,10.0,,587855
2851,0.0,0.0,0.0,10.5,13.0,,587970
2852,0.0,0.0,0.0,12.5,0.0,,588077
2853,0.0,11.0,0.0,11.5,0.0,,588094
2854,0.0,15.0,14.6666666667,14.0,12.0,,588096
2855,0.0,0.0,0.0,13.0,14.0,,588129
2856,0.0,0.0,12.6666666667,13.5,13.0,,588182
2857,14.3333333333,15.0,15.0,15.5,15.0,,588210
2858,0.0,0.0,0.0,11.5,14.0,,588221
2859,0.0,12.0,13.3333333333,13.5,11.0,,588227
2860,13.0,12.0,13.3333333333,13.5,14.0,,588236
2861,0.0,11.0,0.0,13.5,12.0,,588389
2862,0.0,14.0,13.3333333333,13.5,11.0,,588417
2863,0.0,0.0,,,,,588473
2864,15.8333333333,11.0,18.0,15.0,15.0,,588499
2865,0.0,12.0,0.0,11.5,10.0,,588549
2866,14.0,16.0,17.3333333333,14.5,11.0,,588561
2867,13.3333333333,16.0,16.3333333333,14.0,14.0,,588592
2868,13.5,11.0,15.0,12.5,14.0,,588674
2869,0.0,15.0,15.0,15.5,15.0,,588750
2870,0.0,12.0,11.6666666667,13.5,12.0,,588770
2871,13.3333333333,12.0,14.0,12.5,14.0,,588780
2872,17.6666666667,18.0,17.6666666667,16.0,18.0,,588784
2873,13.0,11.0,11.3333333333,13.5,12.0,,588790
2874,14.5,14.0,12.3333333333,14.5,10.0,,588797
2875,0.0,10.0,0.0,11.0,11.0,,588803
2876,0.0,10.0,0.0,0.0,0.0,,588862
2877,0.0,0.0,0.0,0.0,0.0,,588915
2878,12.8333333333,12.0,14.0,13.5,13.0,,588916
2879,13.3333333333,12.0,15.3333333333,14.0,14.0,,588932
2880,16.0,18.0,19.3333333333,17.0,18.0,,589058
2881,0.0,13.0,0.0,13.5,11.0,,589111
2882,0.0,14.0,10.6666666667,12.5,16.0,,589143
2883,13.8333333333,16.0,16.3333333333,14.5,16.0,,589150
2884,12.6666666667,16.0,14.6666666667,14.0,16.0,,589162
2885,0.0,13.0,0.0,13.5,11.0,,589407
2886,13.5,15.0,15.6666666667,16.5,17.0,,589412
2887,0.0,12.0,16.3333333333,13.0,17.0,,589416
2888,0.0,0.0,0.0,0.0,0.0,,589438
2889,13.6666666667,13.0,14.3333333333,14.5,18.0,,589509
2890,0.0,10.0,0.0,12.5,12.0,,589520
2891,0.0,0.0,13.6666666667,12.0,12.0,,589534
2892,14.1666666667,13.0,14.6666666667,15.0,13.0,,589642
2893,12.8333333333,10.0,14.0,13.0,14.0,,589648
2894,0.0,,0.0,0.0,0.0,,589792
2895,11.8333333333,12.0,12.6666666667,12.0,11.0,,589831
2896,0.0,,0.0,13.0,0.0,,589873
2897,14.0,16.0,16.3333333333,15.0,16.0,,589881
2898,13.6666666667,13.0,12.0,14.5,11.0,,589926
2899,0.0,13.0,0.0,12.0,10.0,,589942
2900,0.0,0.0,0.0,13.0,10.0,,589987
2901,0.0,12.0,10.6666666667,11.5,10.0,,590020
2902,0.0,12.0,11.3333333333,12.0,12.0,,590030
2903,0.0,10.0,13.0,12.0,16.0,,590051
2904,14.0,13.0,12.0,14.0,13.0,,590054
2905,14.0,16.0,14.3333333333,14.0,15.0,,590091
2906,12.3333333333,13.0,10.3333333333,12.0,10.0,,590439
2907,13.6666666667,11.0,13.3333333333,11.5,15.0,,590495
2908,0.0,14.0,0.0,15.0,15.0,,590615
2909,0.0,0.0,0.0,0.0,0.0,,590677
2910,0.0,13.0,12.0,14.5,13.0,,591270
2911,0.0,0.0,0.0,0.0,0.0,,591327
2912,0.0,13.0,0.0,13.0,12.0,,591357
2913,12.5,15.0,12.3333333333,15.0,16.0,,591389
2914,0.0,13.0,0.0,14.0,15.0,,591408
2915,0.0,12.0,14.0,11.5,12.0,,591428
2916,0.0,10.0,12.0,12.5,12.0,,591430
2917,11.8333333333,16.0,12.3333333333,14.0,13.0,,591480
2918,0.0,11.0,0.0,13.5,0.0,,591522
2919,15.6666666667,14.0,16.3333333333,16.5,18.0,,591552
2920,0.0,,0.0,13.0,0.0,,591707
2921,0.0,0.0,0.0,13.0,14.0,,591852
2922,0.0,11.0,0.0,12.0,11.0,,592172
2923,0.0,0.0,0.0,0.0,0.0,,592457
2924,0.0,16.0,12.3333333333,14.0,13.0,,592567
2925,11.5,14.0,13.6666666667,12.5,12.0,,593063
2926,13.1666666667,12.0,14.6666666667,14.0,15.0,,593144
2927,0.0,,0.0,16.0,10.0,,593146
2928,11.5,14.0,14.0,15.5,16.0,,593240
2929,0.0,10.0,11.3333333333,13.0,10.0,,593266
2930,0.0,0.0,0.0,12.0,10.0,,593325
2931,0.0,0.0,0.0,11.5,11.0,,593463
2932,12.5,12.0,13.0,12.5,11.0,,593609
2933,12.0,12.0,0.0,12.0,12.0,,593711
2934,0.0,15.0,13.0,13.5,11.0,,593953
2935,0.0,,0.0,15.0,12.0,,593955
2936,13.3333333333,17.0,14.0,15.0,16.0,,593965
2937,0.0,10.0,10.3333333333,13.0,14.0,,594005
2938,0.0,0.0,0.0,0.0,11.0,,594037
2939,0.0,11.0,0.0,13.0,12.0,,594103
2940,0.0,13.0,12.0,13.0,14.0,,594518
2941,0.0,0.0,0.0,0.0,0.0,,594567
2942,12.3333333333,16.0,11.0,15.0,14.0,,594597
2943,0.0,,0.0,12.0,0.0,,594628
2944,0.0,10.0,0.0,12.0,13.0,,594727
2945,16.5,18.0,17.3333333333,16.0,16.0,,594754
2946,0.0,,0.0,11.0,0.0,,594770
2947,11.5,12.0,0.0,12.5,13.0,,594818
2948,0.0,10.0,0.0,12.5,12.0,,594860
2949,0.0,12.0,0.0,13.0,0.0,,594899
2950,0.0,,0.0,10.0,0.0,,594903
2951,14.0,15.0,13.3333333333,13.5,17.0,,594908
2952,12.3333333333,14.0,11.0,13.5,11.0,,594910
2953,0.0,12.0,13.6666666667,13.0,10.0,,594915
2954,0.0,,0.0,0.0,0.0,,594920
2955,0.0,0.0,0.0,0.0,0.0,,594951
2956,0.0,12.0,12.3333333333,14.0,0.0,,595208
2957,11.1666666667,11.0,11.6666666667,12.5,10.0,,595304
2958,0.0,12.0,13.0,13.0,15.0,,595330
2959,0.0,0.0,0.0,11.5,12.0,,595344
2960,13.1666666667,13.0,13.3333333333,15.0,10.0,,595361
2961,0.0,,0.0,0.0,13.0,,595422
2962,14.5,15.0,16.3333333333,13.5,12.0,,595457
2963,11.8333333333,14.0,0.0,14.5,10.0,,595490
2964,0.0,0.0,12.0,11.0,11.0,,595504
2965,0.0,0.0,0.0,12.0,0.0,,595507
2966,12.3333333333,13.0,15.3333333333,13.0,12.0,,595565
2967,13.1666666667,11.0,12.0,12.0,15.0,,595566
2968,0.0,0.0,0.0,0.0,0.0,,595567
2969,16.6666666667,16.0,18.0,17.5,14.0,,595582
2970,0.0,0.0,0.0,12.5,16.0,,595583
2971,0.0,0.0,0.0,11.0,10.0,,595584
2972,0.0,13.0,12.0,10.5,16.0,,595684
2973,0.0,,0.0,0.0,11.0,,595702
2974,12.0,13.0,10.3333333333,13.0,15.0,,595742
2975,13.5,11.0,11.6666666667,11.5,11.0,,595746
2976,0.0,0.0,11.0,10.5,10.0,,595747
2977,12.5,10.0,13.3333333333,14.5,10.0,,595762
2978,0.0,12.0,0.0,13.0,11.0,,595770
2979,0.0,0.0,0.0,12.0,10.0,,595771
2980,11.6666666667,14.0,13.0,14.0,16.0,,595773
2981,13.1666666667,13.0,10.0,13.0,10.0,,595815
2982,0.0,,0.0,11.0,0.0,,595826
2983,18.3333333333,18.0,18.3333333333,17.5,14.0,,595831
2984,0.0,11.0,0.0,12.0,13.0,,595840
